Employee,OrganizationalUnit,OrganizationalUnitDecsription,Position,PositionDescription,DailyDate,Day,StartDate,EndDate,StartTime,EndTime,TimeDifference,AttendanceOrAbsenceTypeText,ChangedOnDate,EmployeeWorkCenter,DailyWorkSchedule,DailyWorkingHours,ChangedBy,DefaultCounterColumn,MaterializedViewLatestUpdateDate
2231812,50047329,CO NO W&G R&M 1,2402009,Distribution Operative,23/09/2022 00:00,Friday,23/09/2022 00:00,23/09/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,26/08/2022 00:00,1303WD1 SERV SOUTH TWO (STAVERTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2231812,50047329,CO NO W&G R&M 1,2402009,Distribution Operative,20/10/2022 00:00,Thursday,20/10/2022 00:00,20/10/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,22/09/2022 00:00,1303WD1 SERV SOUTH TWO (STAVERTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2231812,50047329,CO NO W&G R&M 1,2402009,Distribution Operative,07/11/2022 00:00,Monday,07/11/2022 00:00,07/11/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,10/10/2022 00:00,1303WD1 SERV SOUTH TWO (STAVERTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2231812,50047329,CO NO W&G R&M 1,2402009,Distribution Operative,08/11/2022 00:00,Tuesday,08/11/2022 00:00,08/11/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,11/10/2022 00:00,1303WD1 SERV SOUTH TWO (STAVERTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2231812,50047329,CO NO W&G R&M 1,2402009,Distribution Operative,09/11/2022 00:00,Wednesday,09/11/2022 00:00,09/11/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,12/10/2022 00:00,1303WD1 SERV SOUTH TWO (STAVERTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2231812,50047329,CO NO W&G R&M 1,2402009,Distribution Operative,10/11/2022 00:00,Thursday,10/11/2022 00:00,10/11/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,13/10/2022 00:00,1303WD1 SERV SOUTH TWO (STAVERTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2231812,50047329,CO NO W&G R&M 1,2402009,Distribution Operative,11/11/2022 00:00,Friday,11/11/2022 00:00,11/11/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,14/10/2022 00:00,1303WD1 SERV SOUTH TWO (STAVERTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,01/08/2022 00:00,Monday,01/08/2022 00:00,01/08/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,12/07/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,02/08/2022 00:00,Tuesday,02/08/2022 00:00,02/08/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,12/07/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,03/08/2022 00:00,Wednesday,03/08/2022 00:00,03/08/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,12/07/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,04/08/2022 00:00,Thursday,04/08/2022 00:00,04/08/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,12/07/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,05/08/2022 00:00,Friday,05/08/2022 00:00,05/08/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,12/07/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,13/09/2022 00:00,Tuesday,13/09/2022 00:00,13/09/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,18/08/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,14/09/2022 00:00,Wednesday,14/09/2022 00:00,14/09/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,18/08/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,19/09/2022 00:00,Monday,19/09/2022 00:00,19/09/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,22/08/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,20/09/2022 00:00,Tuesday,20/09/2022 00:00,20/09/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,23/08/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,21/09/2022 00:00,Wednesday,21/09/2022 00:00,21/09/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,24/08/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,22/09/2022 00:00,Thursday,22/09/2022 00:00,22/09/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,25/08/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,23/09/2022 00:00,Friday,23/09/2022 00:00,23/09/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,26/08/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,07/11/2022 00:00,Monday,07/11/2022 00:00,07/11/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,10/10/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,08/11/2022 00:00,Tuesday,08/11/2022 00:00,08/11/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,11/10/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,09/11/2022 00:00,Wednesday,09/11/2022 00:00,09/11/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,12/10/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,10/11/2022 00:00,Thursday,10/11/2022 00:00,10/11/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,13/10/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,11/11/2022 00:00,Friday,11/11/2022 00:00,11/11/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,14/10/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,13/06/2022 00:00,Monday,13/06/2022 00:00,13/06/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,16/05/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,14/06/2022 00:00,Tuesday,14/06/2022 00:00,14/06/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,17/05/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,15/06/2022 00:00,Wednesday,15/06/2022 00:00,15/06/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,18/05/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,16/06/2022 00:00,Thursday,16/06/2022 00:00,16/06/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,19/05/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,17/06/2022 00:00,Friday,17/06/2022 00:00,17/06/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,20/05/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18841598,50103726,CO NO Leics R&M 5,2404354,Distribution Operative,03/10/2022 00:00,Monday,03/10/2022 00:00,03/10/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,05/09/2022 00:00,1103WD1 SERV EAST ONE (LWC),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18841598,50103726,CO NO Leics R&M 5,2404354,Distribution Operative,04/10/2022 00:00,Tuesday,04/10/2022 00:00,04/10/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,06/09/2022 00:00,1103WD1 SERV EAST ONE (LWC),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18841598,50103726,CO NO Leics R&M 5,2404354,Distribution Operative,05/10/2022 00:00,Wednesday,05/10/2022 00:00,05/10/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,07/09/2022 00:00,1103WD1 SERV EAST ONE (LWC),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18841598,50103726,CO NO Leics R&M 5,2404354,Distribution Operative,06/10/2022 00:00,Thursday,06/10/2022 00:00,06/10/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,08/09/2022 00:00,1103WD1 SERV EAST ONE (LWC),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18841598,50103726,CO NO Leics R&M 5,2404354,Distribution Operative,07/10/2022 00:00,Friday,07/10/2022 00:00,07/10/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,09/09/2022 00:00,1103WD1 SERV EAST ONE (LWC),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2230124,50047276,CO NO Staffs R&M 1,2401975,Distribution Operative,29/08/2022 00:00,Monday,29/08/2022 00:00,29/08/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,03/08/2022 00:00,1202WD1 SERV WEST TWO (BURSLEM),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2230124,50047276,CO NO Staffs R&M 1,2401975,Distribution Operative,26/09/2022 00:00,Monday,26/09/2022 00:00,26/09/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,30/08/2022 00:00,1202WD1 SERV WEST TWO (BURSLEM),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2230124,50047276,CO NO Staffs R&M 1,2401975,Distribution Operative,27/09/2022 00:00,Tuesday,27/09/2022 00:00,27/09/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,30/08/2022 00:00,1202WD1 SERV WEST TWO (BURSLEM),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2230124,50047276,CO NO Staffs R&M 1,2401975,Distribution Operative,28/09/2022 00:00,Wednesday,28/09/2022 00:00,28/09/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,31/08/2022 00:00,1202WD1 SERV WEST TWO (BURSLEM),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2230124,50047276,CO NO Staffs R&M 1,2401975,Distribution Operative,29/09/2022 00:00,Thursday,29/09/2022 00:00,29/09/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,01/09/2022 00:00,1202WD1 SERV WEST TWO (BURSLEM),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2230124,50047276,CO NO Staffs R&M 1,2401975,Distribution Operative,30/09/2022 00:00,Friday,30/09/2022 00:00,30/09/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,02/09/2022 00:00,1202WD1 SERV WEST TWO (BURSLEM),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2230124,50047276,CO NO Staffs R&M 1,2401975,Distribution Operative,14/11/2022 00:00,Monday,14/11/2022 00:00,14/11/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,18/10/2022 00:00,1202WD1 SERV WEST TWO (BURSLEM),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2230124,50047276,CO NO Staffs R&M 1,2401975,Distribution Operative,15/11/2022 00:00,Tuesday,15/11/2022 00:00,15/11/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,18/10/2022 00:00,1202WD1 SERV WEST TWO (BURSLEM),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2230124,50047276,CO NO Staffs R&M 1,2401975,Distribution Operative,16/11/2022 00:00,Wednesday,16/11/2022 00:00,16/11/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,19/10/2022 00:00,1202WD1 SERV WEST TWO (BURSLEM),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2230124,50047276,CO NO Staffs R&M 1,2401975,Distribution Operative,17/11/2022 00:00,Thursday,17/11/2022 00:00,17/11/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,20/10/2022 00:00,1202WD1 SERV WEST TWO (BURSLEM),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2230124,50047276,CO NO Staffs R&M 1,2401975,Distribution Operative,18/11/2022 00:00,Friday,18/11/2022 00:00,18/11/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,21/10/2022 00:00,1202WD1 SERV WEST TWO (BURSLEM),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18841598,50103726,CO NO Leics R&M 5,2404354,Distribution Operative,27/06/2022 00:00,Monday,27/06/2022 00:00,27/06/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,16/06/2022 00:00,1103WD1 SERV EAST ONE (LWC),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18841598,50103726,CO NO Leics R&M 5,2404354,Distribution Operative,28/06/2022 00:00,Tuesday,28/06/2022 00:00,28/06/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,16/06/2022 00:00,1103WD1 SERV EAST ONE (LWC),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18841598,50103726,CO NO Leics R&M 5,2404354,Distribution Operative,29/06/2022 00:00,Wednesday,29/06/2022 00:00,29/06/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,16/06/2022 00:00,1103WD1 SERV EAST ONE (LWC),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18841598,50103726,CO NO Leics R&M 5,2404354,Distribution Operative,01/07/2022 00:00,Friday,01/07/2022 00:00,01/07/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,16/06/2022 00:00,1103WD1 SERV EAST ONE (LWC),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2230124,50047276,CO NO Staffs R&M 1,2401975,Distribution Operative,20/06/2022 00:00,Monday,20/06/2022 00:00,20/06/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,24/05/2022 00:00,1202WD1 SERV WEST TWO (BURSLEM),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2230124,50047276,CO NO Staffs R&M 1,2401975,Distribution Operative,21/06/2022 00:00,Tuesday,21/06/2022 00:00,21/06/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,24/05/2022 00:00,1202WD1 SERV WEST TWO (BURSLEM),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2230124,50047276,CO NO Staffs R&M 1,2401975,Distribution Operative,22/06/2022 00:00,Wednesday,22/06/2022 00:00,22/06/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,25/05/2022 00:00,1202WD1 SERV WEST TWO (BURSLEM),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2230124,50047276,CO NO Staffs R&M 1,2401975,Distribution Operative,23/06/2022 00:00,Thursday,23/06/2022 00:00,23/06/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,26/05/2022 00:00,1202WD1 SERV WEST TWO (BURSLEM),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
2230124,50047276,CO NO Staffs R&M 1,2401975,Distribution Operative,24/06/2022 00:00,Friday,24/06/2022 00:00,24/06/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,27/05/2022 00:00,1202WD1 SERV WEST TWO (BURSLEM),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18843364,50047237,CO NO Derbys R&M 1,50074857,Distribution Operative,03/06/2022 00:00,Friday,03/06/2022 00:00,03/06/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,26/05/2022 00:00,1102WD1 SERV NORTH ONE (RAYNESWAY),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18843364,50047237,CO NO Derbys R&M 1,50074857,Distribution Operative,18/07/2022 00:00,Monday,18/07/2022 00:00,18/07/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,08/07/2022 00:00,1102WD1 SERV NORTH ONE (RAYNESWAY),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18843364,50047237,CO NO Derbys R&M 1,50074857,Distribution Operative,19/07/2022 00:00,Tuesday,19/07/2022 00:00,19/07/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,08/07/2022 00:00,1102WD1 SERV NORTH ONE (RAYNESWAY),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18843364,50047237,CO NO Derbys R&M 1,50074857,Distribution Operative,21/07/2022 00:00,Thursday,21/07/2022 00:00,21/07/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,08/07/2022 00:00,1102WD1 SERV NORTH ONE (RAYNESWAY),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18843364,50047237,CO NO Derbys R&M 1,50074857,Distribution Operative,22/07/2022 00:00,Friday,22/07/2022 00:00,22/07/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,08/07/2022 00:00,1102WD1 SERV NORTH ONE (RAYNESWAY),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18843364,50047237,CO NO Derbys R&M 1,50074857,Distribution Operative,23/08/2022 00:00,Tuesday,23/08/2022 00:00,23/08/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,26/07/2022 00:00,1102WD1 SERV NORTH ONE (RAYNESWAY),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18843364,50047237,CO NO Derbys R&M 1,50074857,Distribution Operative,24/08/2022 00:00,Wednesday,24/08/2022 00:00,24/08/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,27/07/2022 00:00,1102WD1 SERV NORTH ONE (RAYNESWAY),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18843364,50047237,CO NO Derbys R&M 1,50074857,Distribution Operative,25/08/2022 00:00,Thursday,25/08/2022 00:00,25/08/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,28/07/2022 00:00,1102WD1 SERV NORTH ONE (RAYNESWAY),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18843364,50047237,CO NO Derbys R&M 1,50074857,Distribution Operative,05/09/2022 00:00,Monday,05/09/2022 00:00,05/09/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,08/08/2022 00:00,1102WD1 SERV NORTH ONE (RAYNESWAY),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18843364,50047237,CO NO Derbys R&M 1,50074857,Distribution Operative,06/09/2022 00:00,Tuesday,06/09/2022 00:00,06/09/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,09/08/2022 00:00,1102WD1 SERV NORTH ONE (RAYNESWAY),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18843364,50047237,CO NO Derbys R&M 1,50074857,Distribution Operative,08/09/2022 00:00,Thursday,08/09/2022 00:00,08/09/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,11/08/2022 00:00,1102WD1 SERV NORTH ONE (RAYNESWAY),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18841598,50103726,CO NO Leics R&M 5,2404354,Distribution Operative,15/08/2022 00:00,Monday,15/08/2022 00:00,15/08/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,19/07/2022 00:00,1103WD1 SERV EAST ONE (LWC),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18841598,50103726,CO NO Leics R&M 5,2404354,Distribution Operative,16/08/2022 00:00,Tuesday,16/08/2022 00:00,16/08/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,19/07/2022 00:00,1103WD1 SERV EAST ONE (LWC),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18841598,50103726,CO NO Leics R&M 5,2404354,Distribution Operative,17/08/2022 00:00,Wednesday,17/08/2022 00:00,17/08/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,20/07/2022 00:00,1103WD1 SERV EAST ONE (LWC),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18841598,50103726,CO NO Leics R&M 5,2404354,Distribution Operative,18/08/2022 00:00,Thursday,18/08/2022 00:00,18/08/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,21/07/2022 00:00,1103WD1 SERV EAST ONE (LWC),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18841598,50103726,CO NO Leics R&M 5,2404354,Distribution Operative,19/08/2022 00:00,Friday,19/08/2022 00:00,19/08/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,22/07/2022 00:00,1103WD1 SERV EAST ONE (LWC),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18841196,50047310,CO NO S&P R&M 1,2401398,Distribution Operative,24/05/2022 00:00,Tuesday,24/05/2022 00:00,24/05/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,26/04/2022 00:00,1201WD1 SERV WEST ONE (SHELTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18841196,50047310,CO NO S&P R&M 1,2401398,Distribution Operative,07/06/2022 00:00,Tuesday,07/06/2022 00:00,07/06/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,10/05/2022 00:00,1201WD1 SERV WEST ONE (SHELTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18841196,50047310,CO NO S&P R&M 1,2401398,Distribution Operative,10/06/2022 00:00,Friday,10/06/2022 00:00,10/06/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,13/05/2022 00:00,1201WD1 SERV WEST ONE (SHELTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18841196,50047310,CO NO S&P R&M 1,2401398,Distribution Operative,29/07/2022 00:00,Friday,29/07/2022 00:00,29/07/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,19/07/2022 00:00,1201WD1 SERV WEST ONE (SHELTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18841196,50047310,CO NO S&P R&M 1,2401398,Distribution Operative,12/09/2022 00:00,Monday,12/09/2022 00:00,12/09/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,18/08/2022 00:00,1201WD1 SERV WEST ONE (SHELTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18841196,50047310,CO NO S&P R&M 1,2401398,Distribution Operative,13/09/2022 00:00,Tuesday,13/09/2022 00:00,13/09/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,18/08/2022 00:00,1201WD1 SERV WEST ONE (SHELTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18841196,50047310,CO NO S&P R&M 1,2401398,Distribution Operative,14/09/2022 00:00,Wednesday,14/09/2022 00:00,14/09/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,18/08/2022 00:00,1201WD1 SERV WEST ONE (SHELTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18841196,50047310,CO NO S&P R&M 1,2401398,Distribution Operative,15/09/2022 00:00,Thursday,15/09/2022 00:00,15/09/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,18/08/2022 00:00,1201WD1 SERV WEST ONE (SHELTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18841196,50047310,CO NO S&P R&M 1,2401398,Distribution Operative,16/09/2022 00:00,Friday,16/09/2022 00:00,16/09/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,19/08/2022 00:00,1201WD1 SERV WEST ONE (SHELTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18841196,50047310,CO NO S&P R&M 1,2401398,Distribution Operative,31/10/2022 00:00,Monday,31/10/2022 00:00,31/10/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,03/10/2022 00:00,1201WD1 SERV WEST ONE (SHELTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18841196,50047310,CO NO S&P R&M 1,2401398,Distribution Operative,01/11/2022 00:00,Tuesday,01/11/2022 00:00,01/11/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,04/10/2022 00:00,1201WD1 SERV WEST ONE (SHELTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18841196,50047310,CO NO S&P R&M 1,2401398,Distribution Operative,02/11/2022 00:00,Wednesday,02/11/2022 00:00,02/11/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,05/10/2022 00:00,1201WD1 SERV WEST ONE (SHELTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18841196,50047310,CO NO S&P R&M 1,2401398,Distribution Operative,03/11/2022 00:00,Thursday,03/11/2022 00:00,03/11/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,06/10/2022 00:00,1201WD1 SERV WEST ONE (SHELTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18841196,50047310,CO NO S&P R&M 1,2401398,Distribution Operative,04/11/2022 00:00,Friday,04/11/2022 00:00,04/11/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,07/10/2022 00:00,1201WD1 SERV WEST ONE (SHELTON),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18829936,50047276,CO NO Staffs R&M 1,2403270,Distribution Operative,16/05/2022 00:00,Monday,16/05/2022 00:00,16/05/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,21/04/2022 00:00,1202WD1 SERV WEST TWO (BURSLEM),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
18829936,50047276,CO NO Staffs R&M 1,2403270,Distribution Operative,17/05/2022 00:00,Tuesday,17/05/2022 00:00,17/05/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,21/04/2022 00:00,1202WD1 SERV WEST TWO (BURSLEM),DDCI,8.5,RFCUSER,1,28/10/2022 05:19
